source_lemma,target_translation,source,source_id,uri
bednářství,coopering,teater,3239,https://teater.aiscr.cz/id/3239
beghardi,Beghards,teater,699,https://teater.aiscr.cz/id/699
behaviorismus,behaviorism,teater,3870,https://teater.aiscr.cz/id/3870
behaviorální geografie,behavioral geography,teater,877,https://teater.aiscr.cz/id/877
bekyně (křesťanské hnutí),Beguines,teater,700,https://teater.aiscr.cz/id/700
belgie,Belgium,amcr,HES-001202,https://api.aiscr.cz/id/HES-001202
belgové,Belgae,teater,3911,https://teater.aiscr.cz/id/3911
belize,Belize,amcr,HES-001334,https://api.aiscr.cz/id/HES-001334
benediktini,Benedictines,teater,3140,https://teater.aiscr.cz/id/3140
benediktinky,Benedictine nuns,teater,3169,https://teater.aiscr.cz/id/3169
benediktinská spiritualita,Benedictine spirituality,teater,807,https://teater.aiscr.cz/id/807
benediktinský klášter,Benedictine monastery,teater,1361,https://teater.aiscr.cz/id/1361
benešov-nesvačily,Benešov-Nesvačily,amcr,HES-000193,https://api.aiscr.cz/id/HES-000193
benin,Benin,amcr,HES-001207,https://api.aiscr.cz/id/HES-001207
benátsko,Veneto,teater,2913,https://teater.aiscr.cz/id/2913
bergfrit,keep,teater,1622,https://teater.aiscr.cz/id/1622
berlínská škola,Berlin school,teater,3781,https://teater.aiscr.cz/id/3781
bermudy,Bermuda,amcr,HES-001330,https://api.aiscr.cz/id/HES-001330
berní kniha,tax book,teater,2252,https://teater.aiscr.cz/id/2252
berní rula,Roll of Assesment,teater,2253,https://teater.aiscr.cz/id/2253
bez ochrany,unprotected,amcr,HES-000175,https://api.aiscr.cz/id/HES-000175
bez okolností,unknown context,amcr,HES-001062,https://api.aiscr.cz/id/HES-001062
bhútán,Bhutan,amcr,HES-001395,https://api.aiscr.cz/id/HES-001395
bible,bible,teater,2217,https://teater.aiscr.cz/id/2217
biblická archeologie,biblical archaeology,teater,44,https://teater.aiscr.cz/id/44
biblická latina,Biblical Latin language,teater,2771,https://teater.aiscr.cz/id/2771
biblická řečtina,Koine Greek,teater,2726,https://teater.aiscr.cz/id/2726
biblický apokryf,Biblical apocryphal book,teater,2184,https://teater.aiscr.cz/id/2184
biedermeier,biedermeier,teater,510,https://teater.aiscr.cz/id/510
biga,biga,teater,1915,https://teater.aiscr.cz/id/1915
billendorfská kultura,Billendorf Culture,amcr,HES-000330,https://api.aiscr.cz/id/HES-000330
billendorfská kultura (hac),Billendorf Culture (HaC),amcr,HES-000377,https://api.aiscr.cz/id/HES-000377
billendorfská kultúra,Billendorf culture,teater,1189,https://teater.aiscr.cz/id/1189
bioarcheologie,bioarchaeology,amcr,HES-001439,https://api.aiscr.cz/id/HES-001439
biogeochemie,biogeochemistry,teater,946,https://teater.aiscr.cz/id/946
biogeografické členění,biogeographical classification,teater,879,https://teater.aiscr.cz/id/879
biogeografie,biogeography,teater,878,https://teater.aiscr.cz/id/878
biografická analýza,Biographical research,teater,3719,https://teater.aiscr.cz/id/3719
biografie,biography,teater,2188,https://teater.aiscr.cz/id/2188
biologická antropologie,biological anthropology,amcr,HES-000605,https://api.aiscr.cz/id/HES-000605
biskup,bishop,teater,3097,https://teater.aiscr.cz/id/3097
biskupská rezidence,bishops palace,teater,1542,https://teater.aiscr.cz/id/1542
biskupský úřad,bishops' office,teater,779,https://teater.aiscr.cz/id/779
bitva,battle,teater,3534,https://teater.aiscr.cz/id/3534
"bitva u gaugamél (331 př. kr. : tel gomél, irák)",Battle of Gaugamela,teater,2690,https://teater.aiscr.cz/id/2690
"bitva u graníku (334 př. kr. : biga çayi, turecko : řeka)",Battle of the Granicus,teater,2691,https://teater.aiscr.cz/id/2691
"bitva u hydaspés (326 př. kr. : džihlam, indie a pákistán : řeka)",Battle of the Hydaspes,teater,2692,https://teater.aiscr.cz/id/2692
bitva u issu (333 př. kr. : issos : zaniklé město),Battle of Issus,teater,2693,https://teater.aiscr.cz/id/2693
bitva u kann (216 př. kr. : cannae : zaniklé město),Battle of Cannae,teater,2789,https://teater.aiscr.cz/id/2789
bitva u ladé (494 př. kr. : ladé : zaniklý ostrov),Battle of Lade,teater,2761,https://teater.aiscr.cz/id/2761
"bitva u marathónu (490 př. kr. : marathón, řecko)",Battle of Marathon,teater,2762,https://teater.aiscr.cz/id/2762
bitva u platají (479 př. kr. : plataje : zaniklé město),Battle of Plataea,teater,2763,https://teater.aiscr.cz/id/2763
"bitva u salamíny (480 př. kr. : salamís, řecko : ostrov)",Battle of Salamis,teater,2764,https://teater.aiscr.cz/id/2764
"bitva u thermopyl (480 př. kr. : thermopyly, řecko : průsmyk)",Battle of Thermopylae,teater,2765,https://teater.aiscr.cz/id/2765
bitva v teutoburském lese,Battle of the Teutoburg Forest,teater,2559,https://teater.aiscr.cz/id/2559
bitvy,battles,teater,2558,https://teater.aiscr.cz/id/2558
biřmování,confirmation,teater,388,https://teater.aiscr.cz/id/388
blahořečení,beatification,teater,3856,https://teater.aiscr.cz/id/3856
bod,point,amcr,HES-001133,https://api.aiscr.cz/id/HES-001133
bodná zbraň,stabbing weapon,teater,1994,https://teater.aiscr.cz/id/1994
bodové objekty uspořádané,organized point features,amcr,HES-001030,https://api.aiscr.cz/id/HES-001030
bodový objekt,point feature,amcr,HES-001028,https://api.aiscr.cz/id/HES-001028
bogomilové,Bogomil,teater,701,https://teater.aiscr.cz/id/701
bohunicien,Bohunician,amcr,HES-000261,https://api.aiscr.cz/id/HES-000261
boiohaemum,Bohemia,teater,4000,https://teater.aiscr.cz/id/4000
boiótie,Boeotia,teater,4001,https://teater.aiscr.cz/id/4001
boj,fighting activity,amcr,HES-000008,https://api.aiscr.cz/id/HES-000008
bojiště,battlefield,amcr,HES-000042,https://api.aiscr.cz/id/HES-000042
bojovník,warrior,teater,3517,https://teater.aiscr.cz/id/3517
bolívie,Bolivia (Plurinational State of),amcr,HES-001396,https://api.aiscr.cz/id/HES-001396
"bonaire, svatý eustach a saba","Bonaire, Sint Eustatius and Saba",amcr,HES-001328,https://api.aiscr.cz/id/HES-001328
boreál (paleoklimatologie),Boreal (paleoclimatology),teater,1065,https://teater.aiscr.cz/id/1065
borka,bark,teater,2435,https://teater.aiscr.cz/id/2435
boromejky,St. Charles Borromeo Sisters,teater,3170,https://teater.aiscr.cz/id/3170
bosna a hercegovina,Bosnia and Herzegovina,amcr,HES-001282,https://api.aiscr.cz/id/HES-001282
bospor (turecko : průliv),Bosporus,teater,4002,https://teater.aiscr.cz/id/4002
bosporská říše,Bosporan Kingdom,teater,4003,https://teater.aiscr.cz/id/4003
bosí augustiniáni,Discalced Augustinians,teater,3141,https://teater.aiscr.cz/id/3141
bosí karmelitáni,Discalced Carmelite,teater,3142,https://teater.aiscr.cz/id/3142
botanická sbírka,plant collection,teater,224,https://teater.aiscr.cz/id/224
botswana,Botswana,amcr,HES-001377,https://api.aiscr.cz/id/HES-001377
bouvetův ostrov,Bouvet Island,amcr,HES-001347,https://api.aiscr.cz/id/HES-001347
bošácká skupina,Bošáca Group,amcr,HES-000357,https://api.aiscr.cz/id/HES-000357
boží muka a křížky,wayside shrines and crosses,teater,1323,https://teater.aiscr.cz/id/1323
brabantsko,Duchy of Brabant,teater,2914,https://teater.aiscr.cz/id/2914
brakteát,bracteate,teater,2279,https://teater.aiscr.cz/id/2279
branec,conscript,teater,3525,https://teater.aiscr.cz/id/3525
braniborsko,Brandenburg,teater,2915,https://teater.aiscr.cz/id/2915
brazílie,Brazil,amcr,HES-001252,https://api.aiscr.cz/id/HES-001252
brašnářství,bagmaking,teater,3241,https://teater.aiscr.cz/id/3241
bretaň,Brittany,teater,2916,https://teater.aiscr.cz/id/2916
bretonština,Breton,teater,2665,https://teater.aiscr.cz/id/2665
breviář,breviary,teater,2221,https://teater.aiscr.cz/id/2221
brežské knížectví,Duchy of Brzeg,teater,3035,https://teater.aiscr.cz/id/3035
brigitinky,Bridgettine nuns,teater,3171,https://teater.aiscr.cz/id/3171
britské indickooceánské území,British Indian Ocean Territory (the),amcr,HES-001285,https://api.aiscr.cz/id/HES-001285
britské panenské ostrovy,Virgin Islands (British),amcr,HES-001333,https://api.aiscr.cz/id/HES-001333
británie (provincie),Roman Britain,teater,2917,https://teater.aiscr.cz/id/2917
brno-tuřany,Brno-Tuřany,amcr,HES-000184,https://api.aiscr.cz/id/HES-000184
brno-černovice,Brno-Černovice,amcr,HES-000182,https://api.aiscr.cz/id/HES-000182
bromkopie,hectograph copy,amcr,HES-000219,https://api.aiscr.cz/id/HES-000219
bronteion,bronteion,teater,1484,https://teater.aiscr.cz/id/1484
bronz,bronze,amcr,HES-000904,https://api.aiscr.cz/id/HES-000904
brousek,whetstone,amcr,HES-000803,https://api.aiscr.cz/id/HES-000803
broušená industrie,polished industry,teater,2106,https://teater.aiscr.cz/id/2106
brož,brooch,teater,2377,https://teater.aiscr.cz/id/2377
brunej,Brunei Darussalam,amcr,HES-001359,https://api.aiscr.cz/id/HES-001359
brunšvicko,Duchy of Brunswick,teater,2918,https://teater.aiscr.cz/id/2918
brusle,ice skate,amcr,HES-000743,https://api.aiscr.cz/id/HES-000743
bruttium,Bruttium,teater,4004,https://teater.aiscr.cz/id/4004
bráhman,Brahman,teater,3103,https://teater.aiscr.cz/id/3103
brána,gate,amcr,HES-000529,https://api.aiscr.cz/id/HES-000529
bucchero,bucchero,teater,2465,https://teater.aiscr.cz/id/2465
budova,building,amcr,HES-000250,https://api.aiscr.cz/id/HES-000250
budova hospodářská,non-residential building,amcr,HES-000440,https://api.aiscr.cz/id/HES-000440
budova obytná,residential building,amcr,HES-000439,https://api.aiscr.cz/id/HES-000439
budova/stavba,building/structure,amcr,HES-000438,https://api.aiscr.cz/id/HES-000438
budík,alarm clock,teater,2089,https://teater.aiscr.cz/id/2089
bukovohorská kultura,Bükk culture,teater,1112,https://teater.aiscr.cz/id/1112
bulava,club,amcr,HES-000785,https://api.aiscr.cz/id/HES-000785
bulharsko,Bulgaria,amcr,HES-001360,https://api.aiscr.cz/id/HES-001360
bulla,bulla,teater,2378,https://teater.aiscr.cz/id/2378
burgundi,Burgundians,teater,2599,https://teater.aiscr.cz/id/2599
burgus,burgus,teater,1625,https://teater.aiscr.cz/id/1625
burjatština,Buriat,teater,2701,https://teater.aiscr.cz/id/2701
burkina faso,Burkina Faso,amcr,HES-001361,https://api.aiscr.cz/id/HES-001361
burundi,Burundi,amcr,HES-001362,https://api.aiscr.cz/id/HES-001362
buržoazie,bourgeoisie,teater,3636,https://teater.aiscr.cz/id/3636
butmirská kultura,Butmir culture,teater,1113,https://teater.aiscr.cz/id/1113
bylanská kultura,Bylany Culture,amcr,HES-000331,https://api.aiscr.cz/id/HES-000331
bytové vybavení,furnishing,teater,1496,https://teater.aiscr.cz/id/1496
byzanc,Byzantine Empire,teater,2919,https://teater.aiscr.cz/id/2919
byzantika,Byzantine studies (sources),teater,2922,https://teater.aiscr.cz/id/2922
byzantinismus,Byzantinism,teater,2920,https://teater.aiscr.cz/id/2920
byzantolog,byzantologist,teater,2923,https://teater.aiscr.cz/id/2923
byzantologie,Byzantine studies,teater,2921,https://teater.aiscr.cz/id/2921
byzantoložka,women byzantologist,teater,2924,https://teater.aiscr.cz/id/2924
byzantsko-slovanské vztahy,Byzantine-Slavic relations,teater,2940,https://teater.aiscr.cz/id/2940
byzantská architektura,Byzantine architecture,teater,2931,https://teater.aiscr.cz/id/2931
byzantská filozofie,Byzantine philosophy,teater,2927,https://teater.aiscr.cz/id/2927
byzantská hudba,Byzantine music,teater,2932,https://teater.aiscr.cz/id/2932
byzantská kultura,Byzantine culture,teater,2926,https://teater.aiscr.cz/id/2926
byzantská literatura,Byzantine literature,teater,2933,https://teater.aiscr.cz/id/2933
byzantská mytologie,Byzantine mythology,teater,2928,https://teater.aiscr.cz/id/2928
byzantská poezie,Byzantine poetry,teater,2934,https://teater.aiscr.cz/id/2934
byzantské malířství,Byzantine painting,teater,2937,https://teater.aiscr.cz/id/2937
byzantské právo,Byzantine law,teater,2929,https://teater.aiscr.cz/id/2929
byzantské umění,Byzantine art,teater,2930,https://teater.aiscr.cz/id/2930
byzantský epos,Byzantine epos,teater,2935,https://teater.aiscr.cz/id/2935
byzantský hymnus,Byzantine hymns,teater,2936,https://teater.aiscr.cz/id/2936
byzantský ritus,Byzantine rite,teater,2938,https://teater.aiscr.cz/id/2938
bíthýnie,Bithynia,teater,3999,https://teater.aiscr.cz/id/3999
bójové,Boii,teater,2677,https://teater.aiscr.cz/id/2677
búleutérion,bouleuterion,teater,1553,https://teater.aiscr.cz/id/1553
bělorusko,Belarus,amcr,HES-001329,https://api.aiscr.cz/id/HES-001329
běžný nález,common find,amcr,HES-000842,https://api.aiscr.cz/id/HES-000842
břitva,razor,amcr,HES-000661,https://api.aiscr.cz/id/HES-000661
bůh,God,teater,3829,https://teater.aiscr.cz/id/3829
bůh (křesťanství),God (Christianity),teater,743,https://teater.aiscr.cz/id/743
bůh (teologie),God (theology),teater,744,https://teater.aiscr.cz/id/744
bůh otec,God the Father,teater,746,https://teater.aiscr.cz/id/746
bůh syn,God the Son,teater,747,https://teater.aiscr.cz/id/747
cadus (nádoba),kados (vessel),teater,2033,https://teater.aiscr.cz/id/2033
calceus,calceus,teater,2323,https://teater.aiscr.cz/id/2323
caliga,caliga,teater,2324,https://teater.aiscr.cz/id/2324
carcer,carcer,teater,1567,https://teater.aiscr.cz/id/1567
castellum,castellum,teater,1292,https://teater.aiscr.cz/id/1292
casus belli,casus belli,teater,3535,https://teater.aiscr.cz/id/3535
cech,guild,teater,3235,https://teater.aiscr.cz/id/3235
cechovní znak,guild coats of arms,teater,3236,https://teater.aiscr.cz/id/3236
cedník,colander,amcr,HES-000682,https://api.aiscr.cz/id/HES-000682
celek akce,fieldwork extent,amcr,HES-001070,https://api.aiscr.cz/id/HES-001070
cella,cella,teater,1713,https://teater.aiscr.cz/id/1713
cena za vítězství,áthlon,teater,2360,https://teater.aiscr.cz/id/2360
cesta,roads,amcr,HES-000048,https://api.aiscr.cz/id/HES-000048
cestopis,travelogue,teater,2189,https://teater.aiscr.cz/id/2189
cestovní deník,Travel Journal,teater,3734,https://teater.aiscr.cz/id/3734
chalcedon,chalcedony,teater,2447,https://teater.aiscr.cz/id/2447
chaldejci,Chaldea,teater,3925,https://teater.aiscr.cz/id/3925
chalkidiki (řecko),Chalkidiki,teater,4023,https://teater.aiscr.cz/id/4023
chalybové,Chalybes,teater,3926,https://teater.aiscr.cz/id/3926
champagne,Champagne,teater,2981,https://teater.aiscr.cz/id/2981
chamská kultura,Cham Culture,amcr,HES-000371,https://api.aiscr.cz/id/HES-000371
chantové,Khanty people,teater,2849,https://teater.aiscr.cz/id/2849
chantyjština,Khanty,teater,2865,https://teater.aiscr.cz/id/2865
charizma,charisma,teater,3833,https://teater.aiscr.cz/id/3833
chata,hut,teater,1519,https://teater.aiscr.cz/id/1519
chattové,Chatti,teater,3919,https://teater.aiscr.cz/id/3919
chazarská říše,Khazaria,teater,2982,https://teater.aiscr.cz/id/2982
chazaři,Khazars,teater,2631,https://teater.aiscr.cz/id/2631
chebská kultura,Cheb Culture,amcr,HES-000294,https://api.aiscr.cz/id/HES-000294
chemická analýza,chemical analysis,amcr,HES-000617,https://api.aiscr.cz/id/HES-000617
chemie,chemistry,teater,603,https://teater.aiscr.cz/id/603
cherub,cherub,teater,3802,https://teater.aiscr.cz/id/3802
cheruskové,Cherusci,teater,3920,https://teater.aiscr.cz/id/3920
chetité,Hittites,teater,3927,https://teater.aiscr.cz/id/3927
chile,Chile,amcr,HES-001338,https://api.aiscr.cz/id/HES-001338
chitón,chiton,teater,2170,https://teater.aiscr.cz/id/2170
chladná zbraň,cold weapon,teater,1993,https://teater.aiscr.cz/id/1993
chlaina,chlaina,teater,2171,https://teater.aiscr.cz/id/2171
chlamys,chlamys,teater,2172,https://teater.aiscr.cz/id/2172
chlystové (sekta),Khlysty,teater,706,https://teater.aiscr.cz/id/706
chléb,bread,teater,2410,https://teater.aiscr.cz/id/2410
chlév,animal shed,teater,1520,https://teater.aiscr.cz/id/1520
choceň,Choceň,amcr,HES-000188,https://api.aiscr.cz/id/HES-000188
chodba,corridor,amcr,HES-000494,https://api.aiscr.cz/id/HES-000494
chomutov,Chomutov,amcr,HES-000189,https://api.aiscr.cz/id/HES-000189
chomutov-pesvice,Chomutov-Pesvice,amcr,HES-000190,https://api.aiscr.cz/id/HES-000190
chorvatsko,Croatia,amcr,HES-001339,https://api.aiscr.cz/id/HES-001339
chov domácích zvířat,animal husbandry,teater,3227,https://teater.aiscr.cz/id/3227
chov hospodářských zvířat,livestock keeping,teater,304,https://teater.aiscr.cz/id/304
christianizace,Christianization,teater,751,https://teater.aiscr.cz/id/751
christogram,Christogram,teater,3810,https://teater.aiscr.cz/id/3810
chrlič,gargoyle,teater,1799,https://teater.aiscr.cz/id/1799
chromatografická analýza,chromatographic analysis,teater,156,https://teater.aiscr.cz/id/156
chromatografie,chromatography,teater,609,https://teater.aiscr.cz/id/609
chronogram,chronogram,teater,637,https://teater.aiscr.cz/id/637
chronologické členění (keramika),chronological classification (ceramics),teater,2458,https://teater.aiscr.cz/id/2458
chronologie,chronology,teater,644,https://teater.aiscr.cz/id/644
chronologie (města),chronology (cities),teater,1394,https://teater.aiscr.cz/id/1394
chronostratigrafie,chronostratigraphy,teater,949,https://teater.aiscr.cz/id/949
chrám,temple,teater,3865,https://teater.aiscr.cz/id/3865
chrámová podezdívka,krepis,teater,1584,https://teater.aiscr.cz/id/1584
chrámové dveře,temple door,teater,1715,https://teater.aiscr.cz/id/1715
chrámové okno,temple window,teater,1714,https://teater.aiscr.cz/id/1714
chtonické božstvo,earth deity,teater,3830,https://teater.aiscr.cz/id/3830
chytra,khytra,teater,2042,https://teater.aiscr.cz/id/2042
cihelné zdivo,brick masonry,teater,2554,https://teater.aiscr.cz/id/2554
cihla,brick,amcr,HES-000813,https://api.aiscr.cz/id/HES-000813
cihlář,brickmaker,teater,3243,https://teater.aiscr.cz/id/3243
cihlářská hlína,brick clay,teater,3268,https://teater.aiscr.cz/id/3268
cihlářská pec,brick kiln,teater,1689,https://teater.aiscr.cz/id/1689
cihlářství,brickmaking,teater,3242,https://teater.aiscr.cz/id/3242
cippus (mezník),cippus (boundary stone),teater,1676,https://teater.aiscr.cz/id/1676
cippus (náhrobek),cippus (gravestone),teater,1650,https://teater.aiscr.cz/id/1650
cirkevní archeologie,Christian archaeology,teater,23,https://teater.aiscr.cz/id/23
